author,comment
@Cimolnyoy,"ke barak lah mending , pertama mereka yang tauran itu kelebihan energy , makanya di salurin ke positif why barak ? biar mereka paham kalo mereka itu satu indonesia ,"
@kukuhsupriyanto6592,Logika kalo anak nakal kira2 mau g disuruh  baca.
@asepgumilar6824,Bukan pelatihan militer tapi pendidikan karakter ngab
@alifhmy3774,"😂😂😂 jam buka perpustakaan ditambah buat mengatasi tawuran,,,hei hei heiiii,,,bocil2 tawuran bukan karena jam operasional perpus kurang lama woi,,,bocil bader mana yang suka baca, ga addaaaa"
@altanmedia1592,Nggk sekalian aja SMA Taruna Nusantara dicap merampas hak anak..?
@omjin5594,Si pramono ama si rano bisa apa sih😂😂😂
@irwansutanto5202,"tawuran di perpustakaan paling enak tu, banyak buku ensiklopedia yang kiloan beratnya, minimal bocor lah pala 🤣🤣🤣"
@arulmuse55,"Waduhhh maaf nih bang...didikan ny kan kt ny layak kaya tentara...gak gtu jg bang....beda lah didilkan ny gk kya tentara....
Hehehehe...agak lain nih bahas ny....tinggal bang andre suhen nih yg blm....😂😂😂"
@Coc155-y3d,"Perpustakaan lahh... dgn membaca medan tawuran,,,,psti menag"
@R2family23,"Bocah nakal di suruh baca buku.kocak.
Skolah aja bolos mlu.ini dsruh ke perpus..lawaak sih.
Yg kutu buku aja ogah masuk lama"" ke perpus"
@akhissyaifur2540,"Subscribe udh banyak, bagi2 lah bg dgn orang lain , beli beras, sembako, nimbun lubang bolong."
@axskomara8863,Klu saya sih buat anak-anak yg suka tawuran mending masukin nusa Kambangan aja bang biar gak bisa pulang klu mau pulang harus berenang dehhhhh
@saepulridwan6784,Anak nakal suruh baca sama belajar.. Ya ngantuk 😭😭😭😭
@Araku08,"Ke perpus bisa buat alasan keluar malam pak, trs nongkrong di taman 24 jam berkerumun atur strategi tawuran daaahh 😢😅 satu lagi di taman sediain wifi gratis pak biar bisa mabar 😂😂"
@ramaalfatih847,👍👍👍😁
@purwaproject,"Disekolah aja bolos, malah di suruh ke perpus 😂"
@DaniRamdan-k8p,Mna ada anak nakal mau ke perpus
@rizalfc8270,"Anak nakal jarang sekolah itu sebenernya males untuk belajar, bukan malah disuruh membaca, 😂belajar aja males apalagi membaca, nah sekarang kalo org males harus di apain supaya tidak males? Ya pola kehidupannya harus disiplin, pilihan nya pola kehidupan disiplin ya militer,"
@fiterhandoyo777,Jangankan baca buku ke orang tua aja ngelawan..... Lawak aja suruh baca buku......
@rinihayoen7311,Tawuran kan fisik yg gerak solusi fisik juga dengan gerak yg terarah bisa membuat anak anak terkendali gerak fisik dan lebih terarah menjadi gerak positif ya itu melalui  pelatihan dan pembinaan karakter by Military
@iwenkblues823,"Anak2 habis tawuran bawa parang, masuk perpustakaan, buku2 di acak2 😅😅😅😅😅"
@sarwoedi1237,"Kalau dikasih ruang perpustakaan  malah buat ngisep teler 😂😂😂
Perlu satpam 24 jam"
@bosshendra2759,"Kalo saya yg jadi anak nakal nya 
Mending pilih perpus sama taman sih, mantap tuh malem2 nongkrong di taman sambil..... 😂😂😂😂"
@YuliusTrihandoko,"Ayo gubernur lain., nggak usah gengsi., contoh saja yang sudah pasti berjalan., diperpust 24jam? Anak2 malah bergadang bareng?paginya bolos? Alasannya lagi dihukum? Anakzaman sekarang lebih pinter ngeyelnya.,😊😁🤣🤣🤣🤣🤣🤣"
@noetobe8622,"Anak bandel masuk perpus, malah tidur dipojok lemari atau malak temenya yg kutu buku.. hati2 loh jadi ladang proyek pemerintah yg ga berguna sama sekali.. udah disediakan ruangan dan buku yg banyak eh malah ga ada yg minat sama sekali"
@husniwarnida2831,Yang jadi masalah itu anak nakal .mana mau keperpustakaan
@husniwarnida2831,Perpustakaan lah agar tawuran
@OndiFabian,"Anak nakal di suruh baca buku, yang pintar aja jarang baca buku. Mikir tonggggg!!!"
@SuhayaAhmad-r9v,Maaf gak semua Anak nakal/bandel kl di suruh ke perpustakaan hobi baca buku tuh apalagi ke taman paling mereka pacaran tuh 😂
@JAVAARUM,"長く日本に住んでいる者としての私の意見としては、ガルットさん... 高校生の性格に合っているから軍隊に行く方が適していると思います。彼らは間違いなくすぐに変わるでしょう...一方、図書館は勤勉な人々のためのものです。
悪い子には向きません。悪い子に本を読めと言うのはちょっと変です。軍事教育にふさわしいものなら何でもいいです。 😅"
@janur301,"Sekolah d asramain semua biar nurut sama pemerintah, klw tujuannya nurut. Klw mau nguasai dunia bikin anak banyak suruh kerja d seluruh dunia invansi melalui para pekerja."
@Kiezz_tzy,3:09 topik brubah 180 Drajat 😂😅
@duniahiburan1292,"Gini ya. Kalian yang belum faham. Gw pernah diksar satpam gak jauh beda kok
Jadi di sana pelatih akan mengarahkan kita agar solid sesama teman  tidak ada pertengkaran tidak ada yg saling menjatuhkan.  Jika pbb satu salah semua kena hukuman terus terusan begitu sehingga kita saling menyemangati satu sama lain.
Jujur ya ketika perpisahan kami semua menangis karena memang solideritas yang tinggi.. dan  Menciptakan rasa tanggung jawab yang lebih tinggi. Bukan merasa kita kuat tapi lebih ke saling menghormati."
@PesulapHitam-yx6qt,Di perpus pacaran
@ferysaepudin444,"Pelatihan nya ga seperti melatih tentara om, dibarak cuma di bina kedisiplinan bela negara"
@Saturnus-1933,Kbijakan gubernur jabar lah lebih jlas..
@naufalachmad695,Technologia 12:58
@bayusagara3630,Anak ke perpustakaan pasti gak nakal😂
@Setan_Kredit,Ini bukannya yang adu argumen sama kdm di pasar?
@restuettu3557,Kalo saya mah dikumpulin terus disuruh mabar em el bang biar harmonis
@IlhamIlham-c5e,KDM ay lope yu pull❤❤❤❤❤
@biangkeringat,"anak2 yg suka tawuran keknya ga suka baca buku deh Bang..
perlu masukin barak dulu, biar adrenalinnya tersalur dg aktivitas fisik, dididik lbh disiplin.. abis itu deh baru dibina ke arah literasi.."
@MuhtarRudini-t1e,Inti y si banteng bebal g mau ngekor ama buntut harimau gengsi🤣😁😂😝
@ghiyanrangga,"Riset lebih jauh lagi om tentang siswa di barak, biar ga salah paham."
@idaayutunjungpangesti1852,Pak dedi udh ngerancang dg detail gk cm ngirim ke barak terus dilepas tp dipantau selama 1tahun dan masih ada pendampingan tp pasti perlu dana yg gk sedikit juga tp beliau udh ada jalan buat dana itu dg motong sana sini di apbd sm dr sumbangan youtube nya sendiri mungkin.
@saptahadi3704,JAWABARAT ISTIMEWA🎉🎉🎉🎉
@guae2094,"Biasanya yg kontra sama gubernur jabar (KDM) mereka dr partai PDI 🤭🙃 .
   Karna seluruh rakyat jabar mndukung anak nakal di krim ke barak militer untuk olahraga , kecuali mereka dpet bayaran dr partai onoh suruh kontra sama gubernurnya !!  
Pkoknye bnyak dah kalo di ceritain makh"
@ZianProjcet,"kocak yg gak mendukung wkwkw mau kasih alasan apa lagi coba soal disiplin oke bagus soal belajar mereka juga belajar mereka juga skolah kocak dapet disiplinnya dapet juga ilmunya jadi doble, susah amat cmn buat suport kocak hama indonesia makin keluar"
@fixitorbreakit1,"2:16 harus dari minat anak??? minatnya apaan klo dah rusak. udah bebas makin nakal juga bisa jadi. krn temen2 dlu ada kok pentolan pesantren, pas keluar rajin shalat 5 waktu, ga cukup beberapa bulan jadi pemabuk (terakhir yg saya tau beliau dah sukses sekarang dan bukan jadi berandalan).
intinya bukan soal system tapi soal lingkungan. yah walaupun system juga pengaruh ke pembentukan.
bentuk dulu setelah itu keluar , lingkungan atau circle nya ganti ."
@juragan6977,Zal....anak nakal disediain taman sama perpustakaan malah seneng...banyak yg akan dipalak....kalo kata anak jalanan dicagar....wkwkwkkwk...ayo anak nakal main ke taman....banyak mangsa disana.....
@xxnx-b9h,Selain anak anak nakal di bina di barak militer .kdm juga menjadikan mereka jadi anak asuh kdm bagi yang tiada orang tua nya dan akan di sekolahkan sampai perguruan tinggi.
@TopglobalTank-d4v,Program KDM lebih baik membuat anak bangsa lebih di siplin dan sehat
@shyyyvana,abah kirun jadi gubernur Jakarta kah???
@umaeid5494,Masukin kamp konsentrasi 😂di suruh liat film dramatis orng tua
@wonkkancut3015,"hayoh buru nyien sulosi lain ngomen hngkl,ken wae salah atau hnteu namah kmha engke"
@RoyIni-y9f,Makan gengsi rakyat sengsara
@helmydewa,"Anak nakal itu rata2 kelebihan tenaga dan ga ada penyalur yang efektif...

Pernah lihat anak2 nakal lemesan orangnya...?

Lalu anak kelebihan tenaga disuruh diem baca buku...?"
@skam1964,Yes no yes no ... itu supaya nurutin orang tua .... komentar kamu itu cocok orang politik .... suda tidak taw bedanya
@qodrimurtadho,"kocak.
yang ada nanti.taurannya di perpustakaan lagi..
kan emosi dan jiwa mereka belum terkontrol.."
@dikapurnomo1582,yang seneng baca buku lah yg ga seneng baca buku tetep tauran
@ZaenalArifin-q5k,Ke perpustakaan biayanya murah jadi ngk nyedot anggaran.jatah untuk pejabat ngak berkurang...kalau kebarak  mahal dan menggangu jatah pejabat..mangkanya DPRD jawa barat kepanasan..!?
@AchmadZainimiftah,Masukin ke perpustakaan yg ada di barak tentara
@handyocta1074,2:45 la wong sama2 idup d negara IQ jongkoq mlh gengsi2 an 😂
@BangTukom,"Gagak cocok Lo reaction ginian...😊
Apalagi tahu KDM cuma ketika Jadi gubernur saja"
@asepsanusi3553,"progam gubernur jakarta bagus juga,cuman kurang peka,yg tawuran itu anak smp ke atas,bukan sd,sedangkan mau tawuran otaknya udah di pengaruhi oleh ciu,ga mungkin baca buku di perpus atau solawatan."
@Hendro-p5m,"TETEP BROH PROGRAM KDM TER THE BEST , DAN LEBIH MASUK AKAL ,,,, YG NAMA NYA ANAK ANAK BRINGAS BORO BORO MO MIKIR BACA BUKU APA LAGI KE PERPUSTAKAAN YG ADA ITU TEMPAT HANYA UTK MENGATUR STRATEGI MENYERANG LAWAN BUAT TAWURAN 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣"
@rada_beda,Gubernur jakarta bikin kebijakan gak pake logika😂 ketawa dlu d pojokan ah
@muhamadkufat830,Jabar tartib amanah....paduli DKI bokbrok GE kmha si Rano Anum....karunya KA orang batawi NU bga jjjaaakarta...bravo Mandra kdm
@Nia_syoo,"Menurutku itu bagus.. Tapi gak nyambung aja wkwk.. Ibarat lu kena flu, terus solusinya adalah belajar bahasa inggris. Bagus emang.. Tapi gak nyelesain masalah yang kudu diselesain dulu wkwk"
@ImatRuhimat-s1v,Logika nya ga masuk anak nakal suka  tawuran mana ada di pikiran mereka apalagi keinginan untuk baca buku..
@AcacaBlack-r5i,Geng motor tawuran suruh baca komix ngatuk dech epecknxa 😂😂😂😂😂😂
@ivankmochi,Di Perpus ada makan siang y gk ? 😅
@DalilAlfassirie-sy6xc,Anak brutal suruh baca??????
@AgusDarmanto-z5t,"Kalo gw Gubernur jakarta, diskotik & karaoke buka 24jam.
Manfaatnya, untuk edukasi anak² nakal:
- Bagi wanita, .....
- Bagi laki-laki, ....."
@blacksam5906,Baca buku bikin ngantuk
@wiwitvindiyanto8188,"Harusnya cobain dulu jadi pemain di masing"" kebijakan,  penonton sama tukang ketik mah semua bisa di kerjain di atas kasur...."
@putrasulung9213,Pilih perpus aja tambah kopi sama surya sebatang om
@chelseynathania1213,"Anak2 itu energinya msh gede2nya...palagi yg diblg ""anak2 nakal"",mrk mgkn krg pny ruang dan arahan utk ngeluarin energinya ke arah yg positif,akhirnya slh arah...jd disiplinkan dl fisiknya,br yg lainnya"
@digitaljatiasih,Sekolah aja malas ngapain ke perpus 😂😂
@ExshaOsha,"Setahu saya, program di barak militer itu masih banyak dan sifatnya berkelanjutan. Sebenarnya saya ingin program tersebut dipetakan secara lebih jelas. Misalnya, berapa minggu para peserta akan menjalani pelatihan di barak militer, lalu bagaimana jadwal mingguannya setelah keluar dari barak militer, berapa kali latihan per hari, dan seterusnya. Setelah itu, para peserta akan diarahkan ke mana? Karena saya juga mendengar bahwa nantinya mereka akan digali potensinya berdasarkan minat dan bakat masing-masing anak."
@AgungAkasyah-x5g,"Mana ada anak yang suka tawuran pada suka baca buku 😂😂😂

Buku tulis aja cuma 1 doang selama tiga tahun sekolah"
@dediunyil1817,"Loe pilih mana Bang, gua mah barak militer biar mntal kuat,,ngusir jajahan otak lngsung press😅"
@apiptugiwapiha,Di perpustakaan bukan membaca buku tapi membaca situasi.. lengah dikit ciuman😂😂
@LusanSD,"Suatu hal yg keras, maka perlu dilunakan agar mudah di bentuk. Begitu jg anak yg suka tawuran harus di lunakan dulu watak kerasnya.
Baru dibentuk, suruh blajar,bca buku, bangun pagi,jngn Begadang,harus disiplin dll."
@fikikikikikikiki,🤣
@LusanSD,Menurut sy pejabat blunder kalo anak tawuran dimasukin perpus suruh baca yg ada paling main ML
@ristamristam1711,"Saya selaku orang tua ,,pilih ke barak militer  ,,saya dari banyumas  jateng"
@ODADINGAMANG,hadir buat KDM❤🎉
@ryanhmkp6632,"gini dah kita coba introspeksi diri deh, kalian yg merasa sering bolos, males belajar, nongkrong sambil mabok, merokok belum cukup umur, ada/ga terbesit minat kalian datang ke perpustakann, atau buka buku 1 aja deh atau minjam buku dan kalian baca, atau klo ke taman kalian berpikiran melakukan hal yg bermanfaat seperti nambah ilmu atau latihan kalistenik deh? ada? absen coba wkwkkw"
@WawanSetiawan-h7b,"Logika gini, tanpa dikasih jam lebih ajh tuh perpus kosong melompong, apalagi dikasih waktu tambahan 😂
& buat yg dibarak katanya bukan sekedar di ajarin fisik kek layak nya tentara di sana juga ada pendidikan nya, ibarat pesantren ajh di pesantren kan gk melulu ngajarin Agam tapi ada hal lain yg di pelajarin kek sekolah biasa"
@irfanthamrin1995,Di Barak ada perpustakaan juga tapi kalo di perpustakaan gak ada Barak
@tomkrussinaga8954,"Sebelum membuat kebijakan untuk anak2 tawuran supaya membaca di perpus sampai jam malam bukanya, apa anda yakin yg tawuran ini memiliki minat literasi baca yg tinggi😅"
@radenibnu7734,"Terusin bang konten kaya gini, biar ga kosong kosong amat dan tetap lucu dan ada isinya"
@CalandraAnareta,"Baru bergabung dengan *GUNUNGWIN*sebulan, udah bisa beli tanah!"
@CardenasAnareta-j1z,Ramahbanget buat pemula pelayanan juga yang terbaik *GUNUNGWIN*
@CaroleAnareta-v2y,"Berkat *GUNUNGWIN* saya berubah, dari tukang kayu jadi pemilik toko furniture."
@AureliaAnareta,aku Modal kecil menang di *GUNUNGWIN* emang situs aman nih
@BowkerAnareta,aku Modal kecil menang di *GUNUNGWIN* emang situs aman nih
@ButlerAnareta,"Ga ngerti lagi, depo 100 ribu jadi 10 juta. *GUNUNGWIN*emang beda"
@CandaceAnareta-z3q,Banyak pilihan game *GUNUNGWIN* emang situs pilihan pemain para sultan kayak saya
@BettyAnareta-m9l,"Santai duduk manis, hasilnya bikin hati puas.# *GUNUNGWIN* tempatnya!"
@tolibrohman2883,Anak2 nakal d siapin taman utuk berkumpul dan bersiap untuk tawuran 😂😂😂
@AshleyAnareta,Untung aku ikutin recommend teman aku main di *GUNUNGWIN* akhirnya bisa sewa LC
@MouseGrad-d3o,Kak tolong up bantu kami dong untuk berkjung ke menara samawa DP nol persen program gubenur DKI Jakarta sebelumnya kami persatuan warga menara samawa sudah bersurat ke gubernur DKI Jakarta tapi blm d tanggapi padahal urgent banget lift sudah 8 bulan mati dan sebagian bangunan menara samawa tidak ada SLF nya atau sudah mati semua kami sudah d tipu sama bumd sarana jaya plis tolong  d up y kak
@angkelputin4249,Wkwk.. anak2 nakal di suruh baca buku 🤣🤣🤣 ?
@BrendaAnareta-i2v,beta tiap hari depo di *GUNUNGWIN* kecanduan cukimangar ...
@CarolAnareta-n7x,"Baru bergabung dengan *GUNUNGWIN*sebulan, udah bisa beli tanah!"
@LuthfiZul,Gw suka pembahasan lo ke arah ini bang 👍
@ArceliaAnareta,mantap buanget shay main di *GUNUNGWIN* bestie fun game xixixi..
@BarbaraAnareta-k8n,ikutin aja RTP sama pola maennya di *GUNUNGWIN* profit kok.. gua biasa gitu sih hehehe...
@TotoM2-z9p,Yg baong ttp baong. Yg baca bukan anak yg baong😂 lucu tp nyata.
@배에레움,"temen gw dulu pas sekolah kutu buku banget sering kali keperpustakaan, sore nya langsung les pembelajaran tambahan. pas lulus sekolah langsung nganggur jadi wibu 🗿"
@N-YOLO,JAKARTA FULL PENCITRAAN😂 NIATNYA MAU NGAMBIL HATI MAYORITAS YA😂😂
@AlexaAnareta,Untung aku ikutin recommend teman aku main di *GUNUNGWIN* akhirnya bisa sewa LC
@zhikoi7651,Anak nakal malah suruh baca buku.  Anak ga nakal aja susah baca buku... Ini kan konsepnya mendidik anak nakal... Biar ga nakal kan
@bangirwanrach9416,klo baca buku nya samping kanan kiri nye militer baru bang bisa tuh wkwk😂
@AnggaYopi,"Sayah orang jabar ngedukung di kirim ke barak,gubernur kalian bisa apa bos, kritik2 doang bahahaha anak sd juga bisa klw kritik mah"
@BurnsAnareta-o4g,Banyak pilihan game *GUNUNGWIN* emang situs pilihan pemain para sultan kayak saya
@danisuherlan9699,"ga usah di bahasa beda kelas 🥳🥳
jabar istimewa 🎉"
@IDealisVsRealistis,"Ini ibart UU perampasan aset, DKI itu pemerintahan sedangkan Jabar itu rakyat 😂"
@OjenS-q4l,Disiplin dan etika ga bisa di bentuk pake kebebasan bermain sampai malem. Perpustakaan buka malem juga percuma kalo anaknya sendiri lebih milih nongkrong di taman. Efeknya nya bangun tidur kesiangan atau ngantuk di kelas gara² malem abis main di taman😅😂
@BastAnareta,"Ga ngerti lagi, depo 100 ribu jadi 10 juta. *GUNUNGWIN*emang beda"
@CarmenAnareta,"Berkat *GUNUNGWIN* saya berubah, dari tukang kayu jadi pemilik toko furniture."
@teguhsofyan972,Bang mulk main aman 😂😂😂
@ezabgt,jarkarta program nya ga bermutu😂😂😂
@YadiTaryadi-e5f,KDM. Mantul ❤❤❤
@ArmstrongAnareta-o4h,"25k jadi 2jt, bukan sulap bukan sihir Cuma modal nekat + jam hooky doang *GUNUNGWIN* doang situs nya"
@BarnesAnareta-t2q,Hasil nyata dari *GUNUNGWIN* memungkinkan saya beralih dari penjaja gorengan jadi pemilik kafe.
@BelgraveAnareta,Hasil nyata dari *GUNUNGWIN* memungkinkan saya beralih dari penjaja gorengan jadi pemilik kafe.
@BerthaAnareta-e8j,Makasih *GUNUNGWIN* akhrinya saya bisa bayar utang
@astug3921,"kalo misal perpus/taman jam buka di perpanjang,yakin anak anak bandel nongki nya disana?
jangankan yg bandel,yang gak bandel aja jarang yg minat jaman sekarang"
@BrownAnareta-n4d,prediksi togel dari konten kreator *GUNUNGWIN* lumayan akurat loh guys.. ane uda ikutin 2 bulanan gk terasa profit uda 42jt total
@CandidaAnareta-p8i,jangan sampai anda menjadi orang yang tidak mendapatkan kesempatan emas di *GUNUNGWIN*
@AinulMardiyah-h5r,Mungkin kedepannya buat sekolah yang khusus maaf anak nakal gak sih....
@evisofia8473,Lebih ke barka sih.. Mnyenangkan mereka d didik disiplin ga monoton
@Khusnul_Khotimah359,"Sebelum menjawab pertanyaan itu setidaknya para pemimpin itu mundur sedikit.
Alasan anak-anak tawuran?
1.rata-rata adalah dari anak-anak broken home atau broken marriage
2.anak-anak kesepian yang sering melihat orang tua bertengkat.
Hati mereka kosong,selain anak yang perlu dibina,tentu orang tua mereka lah orang yang paling bertanggung jawab atas perilaku mereka.
Biasanya anak-anak suka tawuran itu anak yang aktif,kinestetiknya bagus,kalau disuruh duduk dan membaca saya rasa kurang teapt bang,gak mungkin bisa bertahan lama.
Tentu harus dihabiskan dulu kelebihan tenaga ya itu,
Barak militer lebih masuk akal.

Kalau dulu zaman saya masih sebocil mereka,saya olahraga pagi, sekolah,setiap hari Senin-Jumat ada les dan ekskul,malam ngaji,malam lagi latian silat,sudah ga ada tenaga untuk berselisih dengan orang.

Untuk adek-adek smp-sma.banyakin kegiatan deh,jangan main hp aja,kalian sudah saatnya belajar mengelola emosi."
@ahmadfauzy2139,Klw memang kebijakan gubernur lain itu baik UNTUK anak anak kenapa harus malu untuk meniru dari pada buat program yg gak jelas dan kapan di laksanakan nya
@insanbiasa8113,"Gak usah di.perdebatkan,,,BAKSO ITU ENAK,,tapi gak semua orang suka bakso,,,
😊😊😊"
@bocahangon-c4s,Negara tetangga juga terinspirasi sama kebijakan jabar 😂
